titres,adresses,liens,categorie,type,lon,lat
Ecole maternelle et élémentaire Montessori,"8 rue Barrier, 69006 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-privees/ecole-maternelle-et-elementaire-montessori,ecoles-maternelles-privees,enseignement,4.8516,45.7668
Ecole maternelle et élémentaire Nouvelle de la Rize,"74 rue Etienne Richerand, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-privees/ecole-maternelle-et-elementaire-nouvelle-de-la-rize,ecoles-maternelles-privees,enseignement,4.8656,45.7577
Ecole élémentaire Les Tables Claudiennes,"2 rue des Tables Claudiennes, 69001 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-les-tables-claudiennes,ecoles-elementaires-publiques,enseignement,4.8311,45.7707
Ecole élémentaire Lucie Aubrac,"19 rue Jarente, 69002 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-lucie-aubrac,ecoles-elementaires-publiques,enseignement,4.8288,45.7541
Ecole élémentaire Condé,"44 rue de Condé, 69002 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-conde,ecoles-elementaires-publiques,enseignement,4.831,45.7507
Ecole élémentaire Mazenod,"74 rue Mazenod, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-mazenod,ecoles-elementaires-publiques,enseignement,4.8473,45.7588
Ecole élémentaire Meynis,"6 rue Meynis, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-meynis,ecoles-elementaires-publiques,enseignement,4.8707,45.7558
Ecole élémentaire Louise,"16 rue Louise, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-louise,ecoles-elementaires-publiques,enseignement,4.8861,45.749
Ecole élémentaire Les Entrepôts,"2 rue des Entrepôts, 69004 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-les-entrepots,ecoles-elementaires-publiques,enseignement,4.8112,45.7756
Ecole élémentaire Fulchiron,"15 quai Fulchiron, 69005 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-fulchiron,ecoles-elementaires-publiques,enseignement,4.8252,45.7573
Ecole élémentaire Créqui,"123 rue de Créqui, 69006 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-crequi,ecoles-elementaires-publiques,enseignement,4.8468,45.7665
Ecole élémentaire Cavenne,"21 rue Cavenne, 69007 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-cavenne,ecoles-elementaires-publiques,enseignement,4.839,45.753
Ecole élémentaire Chavant - Félix Faure,"9 avenue Félix Faure, 69007 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-chavant-felix-faure,ecoles-elementaires-publiques,enseignement,4.8478,45.7524
Ecole élémentaire Berthelot,"19 avenue Berthelot, 69007 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-berthelot,ecoles-elementaires-publiques,enseignement,4.8366,45.7471
Ecole élémentaire Chapeau Rouge,"28 rue du Chapeau Rouge, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-chapeau-rouge,ecoles-elementaires-publiques,enseignement,4.8082,45.7711
Ecole élémentaire Jean Zay,"11 rue Jean Zay, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-jean-zay,ecoles-elementaires-publiques,enseignement,4.8014,45.7673
Ecole élémentaire Chevalier Bayard,"4 quai Chauveau, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-chevalier-bayard,ecoles-elementaires-publiques,enseignement,4.812,45.7679
Ecole élémentaire Commandant Arnaud,"4 place Commandant Arnaud, 69004 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-commandant-arnaud,ecoles-elementaires-publiques,enseignement,4.835,45.7794
Ecole élémentaire Gilbert Dru,"28-32 Grande rue de la Guillotière, 69007 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-gilbert-dru,ecoles-elementaires-publiques,enseignement,4.8442,45.7535
Ecole élémentaire - Cité scolaire internationale,"2 place de Montréal, 69007 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-cite-scolaire-internationale,ecoles-elementaires-publiques,enseignement,4.8214,45.7279
Ecole maternelle Raoul Dufy,"4 rue Vaucanson, 69001 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-raoul-dufy,ecoles-maternelles-publiques,enseignement,4.8334,45.7729
Ecole maternelle Saint Denis,"7 rue Hénon, 69004 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-privees/ecole-maternelle-saint-denis,ecoles-maternelles-privees,enseignement,4.8313,45.7794
Ecole élémentaire Saint Denis,"77 Grande rue de la Croix-Rousse, 69004 Lyon",https://www.lyon.fr/lieu/ecoles-primaires-privees/ecole-elementaire-saint-denis,ecoles-primaires-privees,enseignement,4.8322,45.78
Ecole maternelle Edouard Herriot,"153 rue Bataille, 69008 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-edouard-herriot,ecoles-maternelles-publiques,enseignement,4.8818,45.736
Ecole élémentaire Edouard Herriot,"157 rue Bataille, 69008 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-edouard-herriot,ecoles-elementaires-publiques,enseignement,4.8823,45.736
Ecole maternelle Ferdinand Buisson,"15 rue de la Favorite, 69005 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-ferdinand-buisson,ecoles-maternelles-publiques,enseignement,4.8112,45.7573
Ecole élémentaire Ferdinand Buisson,"1 rue Benoist Mary, 69005 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-ferdinand-buisson,ecoles-elementaires-publiques,enseignement,4.8123,45.7571
Ecole maternelle François Auguste Ravier,"1 place Jean Jaurès, 69007 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-francois-auguste-ravier,ecoles-maternelles-publiques,enseignement,4.8391,45.7391
Ecole maternelle François Truffaut,"25 rue Soeur Janin, 69005 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-francois-truffaut,ecoles-maternelles-publiques,enseignement,4.8,45.7609
Ecole maternelle Frédéric Mistral,"Rue Joseph Folliet, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-frederic-mistral,ecoles-maternelles-publiques,enseignement,4.8242,45.8005
Ecole élémentaire Frédéric Mistral,"20 rue Fayolle, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-frederic-mistral,ecoles-elementaires-publiques,enseignement,4.8231,45.8019
Ecole maternelle Georges Lapierre,"2 rue de la Fontaine, 69004 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-georges-lapierre,ecoles-maternelles-publiques,enseignement,4.8393,45.7807
Ecole élémentaire Georges Lapierre,"66 rue Eugène Pons, 69004 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-georges-lapierre,ecoles-elementaires-publiques,enseignement,4.8396,45.7799
Ecole élémentaire Georges Pompidou,"16 rue des Petites Sœurs, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-georges-pompidou,ecoles-elementaires-publiques,enseignement,4.8674,45.7598
Ecole maternelle la Gare d'Eau,"12 quai Jaÿr, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-la-gare-deau,ecoles-maternelles-publiques,enseignement,4.8082,45.7796
Ecole élémentaire la Gare d'Eau,"22 rue de St Cyr, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-la-gare-deau,ecoles-elementaires-publiques,enseignement,4.8073,45.7794
Ecole maternelle Docteur Rebatel,"21 ter rue Docteur Rebatel, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-docteur-rebatel,ecoles-maternelles-publiques,enseignement,4.8727,45.7479
Ecole élémentaire Harmonie - Rebatel,"25 rue Docteur Rebatel, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-harmonie-rebatel,ecoles-elementaires-publiques,enseignement,4.8725,45.7475
Ecole maternelle Hector Berlioz,"192 avenue Barthélémy Buyer, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-hector-berlioz,ecoles-maternelles-publiques,enseignement,4.793,45.7642
Ecole élémentaire Hector Berlioz,"192 avenue Barthélémy Buyer, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-hector-berlioz,ecoles-elementaires-publiques,enseignement,4.7928,45.7642
Ecole maternelle et élémentaire Immaculée Conception,"187 rue Vendôme, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-privees/ecole-maternelle-et-elementaire-immaculee-conception,ecoles-maternelles-privees,enseignement,4.8466,45.7608
Institution des Chartreux,"58 rue Pierre Dupont, 69001 Lyon",https://www.lyon.fr/lieu/lycees-prives-sous-contrat/institution-des-chartreux,lycees-prives-sous-contrat,enseignement,4.8224,45.7715
Ecole élémentaire - Institution des Jeunes Aveugles et Amblyopes,"12 rue Saint Simon, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-primaires-privees/ecole-elementaire-institution-des-jeunes-aveugles-et-amblyopes,ecoles-primaires-privees,enseignement,4.7983,45.7794
Ecole maternelle et élémentaire - Institution des Chartreux,"58 rue Pierre Dupont, 69001 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-privees/ecole-maternelle-et-elementaire-institution-des-chartreux,ecoles-maternelles-privees,enseignement,4.8225,45.7712
Ecole maternelle Irène Joliot Curie A,"29 rue Joliot Curie, 69005 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-irene-joliot-curie,ecoles-maternelles-publiques,enseignement,4.7938,45.7563
Ecole maternelle Jean Couty,"16 rue Viricel, 69006 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-jean-couty,ecoles-maternelles-publiques,enseignement,4.8532,45.7677
Ecole maternelle Jean de la Fontaine  A et B,"2 et 5 place Picard, 69004 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-jean-de-la-fontaine-et-b,ecoles-maternelles-publiques,enseignement,4.8199,45.7783
Ecole élémentaire Jean de la Fontaine,"Place Camille Flammarion, 69004 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-jean-de-la-fontaine,ecoles-elementaires-publiques,enseignement,4.8199,45.779
Ecole maternelle Jean Gerson,"3 rue François Vernay, 69005 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-jean-gerson,ecoles-maternelles-publiques,enseignement,4.8284,45.7649
Ecole élémentaire Jean Gerson,"1 rue Lainerie, 69005 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-jean-gerson,ecoles-elementaires-publiques,enseignement,4.8281,45.7651
Ecole maternelle Jean Giono,"18 rue Stéphane Coignet, 69008 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-jean-giono,ecoles-maternelles-publiques,enseignement,4.8749,45.7273
Ecole élémentaire Jean Giono,"14 rue Stéphane Coignet, 69008 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-jean-giono,ecoles-elementaires-publiques,enseignement,4.875,45.7276
Ecole maternelle Jean Jaurès,"149 rue Boileau, 69006 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-jean-jaures,ecoles-maternelles-publiques,enseignement,4.85,45.764
Ecole élémentaire Jean Jaurès,"46 rue Robert, 69006 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-jean-jaures,ecoles-elementaires-publiques,enseignement,4.85,45.7642
Ecole élémentaire Jean Macé / Marc Bloch,"87 rue Chevreul, 69007 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-jean-mace-marc-bloch,ecoles-elementaires-publiques,enseignement,4.8459,45.7467
Ecole maternelle Jean Macé,"2 place Général André, 69008 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-jean-mace,ecoles-maternelles-publiques,enseignement,4.877,45.7268
Ecole élémentaire Jean Macé 8e,"1 place Général André, 69008 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-jean-mace-8e,ecoles-elementaires-publiques,enseignement,4.8772,45.7272
Ecole maternelle Jean Mermoz B,"194 boulevard Pinel, 69008 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-jean-mermoz-b,ecoles-maternelles-publiques,enseignement,4.8883,45.7331
Ecole maternelle Jean Mermoz A,"28 rue professeur Ranvier, 69008 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-jean-mermoz,ecoles-maternelles-publiques,enseignement,4.8865,45.735
Ecole élémentaire Jean Mermoz,"29 rue Professeur Ranvier, 69008 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-jean-mermoz,ecoles-elementaires-publiques,enseignement,4.8867,45.7335
Ecole maternelle Jean-Pierre Veyet,"128 Grande rue de la Guillotière, 69007 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-jean-pierre-veyet,ecoles-maternelles-publiques,enseignement,4.8504,45.75
Ecole élémentaire Jean-Pierre Veyet,"17 rue du Béguin, 69007 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-jean-pierre-veyet,ecoles-elementaires-publiques,enseignement,4.8502,45.7488
Ecole maternelle Jean Racine,"12 rue Crillon, 69006 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-jean-racine,ecoles-maternelles-publiques,enseignement,4.8464,45.7703
Ecole élémentaire Jean Racine,"6 rue Crillon, 69006 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-jean-racine,ecoles-elementaires-publiques,enseignement,4.8454,45.7702
Ecole maternelle Jean Rostand,"41 rue Tête d'Or, 69006 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-jean-rostand,ecoles-maternelles-publiques,enseignement,4.8525,45.7699
Ecole élémentaire Jean Rostand,"92-94 rue Tronchet, 69006 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-jean-rostand,ecoles-elementaires-publiques,enseignement,4.8532,45.7703
Ecole maternelle John Kennedy,"5 rue de la Concorde, 69008 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-john-kennedy,ecoles-maternelles-publiques,enseignement,4.8696,45.7326
Ecole élémentaire John Kennedy,"15 rue Jean Sarrazin, 69008 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-john-kennedy,ecoles-elementaires-publiques,enseignement,4.8694,45.7331
Ecole élémentaire Irène Joliot Curie,"19 rue Joliot Curie, 69005 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-irene-joliot-curie,ecoles-elementaires-publiques,enseignement,4.795,45.7564
Ecole maternelle Joseph Cornier,"23 rue Jacquard, 69004 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-joseph-cornier,ecoles-maternelles-publiques,enseignement,4.8259,45.7759
Ecole élémentaire Joseph Cornier,"21-25 rue Jacquard, 69004 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-joseph-cornier,ecoles-elementaires-publiques,enseignement,4.8256,45.7759
Ecole maternelle Montaigne - Ferry,"13 rue Fournet, 69006 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-montaigne-ferry,ecoles-maternelles-publiques,enseignement,4.857,45.7653
Ecole maternelle Jules Verne,"13 rue Jules Verne, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-jules-verne,ecoles-maternelles-publiques,enseignement,4.877,45.7499
Ecole élémentaire Jules Verne,"13 rue Jules Verne, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-jules-verne,ecoles-elementaires-publiques,enseignement,4.8772,45.75
Collège Junior School,"67 Avenue Jean Mermoz, 69008 Lyon",https://www.lyon.fr/lieu/colleges-prives/college-junior-school,colleges-prives,enseignement,4.8769,45.7344
Ecole élémentaire La Favorite,"23 Avenue du Point du Jour, 69005 Lyon",https://www.lyon.fr/lieu/ecoles-primaires-privees/ecole-elementaire-la-favorite,ecoles-primaires-privees,enseignement,4.8051,45.756
Ecole élémentaire La Fourmi,"67 Avenue Jean Mermoz, 69008 Lyon",https://www.lyon.fr/lieu/ecoles-primaires-privees/ecole-elementaire-la-fourmi,ecoles-primaires-privees,enseignement,4.8769,45.7343
Ecole maternelle et élémentaire La Nursery,"50 rue Vendôme, 69006 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-privees/ecole-maternelle-et-elementaire-la-nursery,ecoles-maternelles-privees,enseignement,4.8442,45.7721
Ecole maternelle et élémentaire La Rédemption,"35 rue Lieutenant Colonel Prévost, 69006 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-privees/ecole-maternelle-et-elementaire-la-redemption,ecoles-maternelles-privees,enseignement,4.8461,45.7738
Ecole maternelle la Sarra,"24 rue Pauline Marie Jaricot, 69005 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-la-sarra,ecoles-maternelles-publiques,enseignement,4.815,45.7614
Ecole maternelle la Sauvagère,"1 square Mouriquand, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-la-sauvagere,ecoles-maternelles-publiques,enseignement,4.8235,45.7957
Ecole élémentaire La Sauvagère,"1 square Edouard Mouriquand, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-la-sauvagere,ecoles-elementaires-publiques,enseignement,4.8241,45.7955
Ecole maternelle Lamartine,"2 rue Jean Fabre, 69002 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-lamartine,ecoles-maternelles-publiques,enseignement,4.8324,45.7602
Ecole élémentaire Lamartine,"2 rue Jean Fabre, 69002 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-lamartine,ecoles-elementaires-publiques,enseignement,4.8325,45.7603
Ecole maternelle Laurent Mourguet,"13 rue des Petites Soeurs, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-laurent-mourguet,ecoles-maternelles-publiques,enseignement,4.8678,45.7603
Ecole maternelle le Gros Caillou,"169 boulevard de la Croix-Rousse, 69004 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-le-gros-caillou,ecoles-maternelles-publiques,enseignement,4.8345,45.775
Ecole maternelle Le Point du Jour,"7 place Bénédict Teissier, 69005 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-privees/ecole-maternelle-le-point-du-jour,ecoles-maternelles-privees,enseignement,4.7955,45.7554
Ecole maternelle Léon Jouhaux,"32 rue Léon Jouhaux, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-leon-jouhaux,ecoles-maternelles-publiques,enseignement,4.8539,45.756
Ecole élémentaire Léon Jouhaux,"34 rue Léon Jouhaux, 69003 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-leon-jouhaux,ecoles-elementaires-publiques,enseignement,4.854,45.7557
Ecole maternelle les Anémones,"238 avenue du Plateau, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-les-anemones,ecoles-maternelles-publiques,enseignement,4.7937,45.7825
Ecole élémentaire Les Anémones,"238 avenue du Plateau, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-les-anemones,ecoles-elementaires-publiques,enseignement,4.7938,45.7825
Ecole maternelle les Battières,"42 avenue Général Eisenhower, 69005 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-les-battieres,ecoles-maternelles-publiques,enseignement,4.781,45.7522
Ecole maternelle les Bleuets,"Square Averroes, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-les-bleuets,ecoles-maternelles-publiques,enseignement,4.7944,45.7869
Ecole élémentaire Les Bleuets,"216 rue Marcel Cerdan, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-les-bleuets,ecoles-elementaires-publiques,enseignement,4.7948,45.788
Ecole maternelle les Dahlias,"304 avenue Andreï Sakharov, 69009 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-les-dahlias,ecoles-maternelles-publiques,enseignement,4.8,45.7868
